
c8,,46279.192,32796.963,34.758
c9,,46275.693,32804.582,34.859
c10,,46267.004,32804.635,34.944
c11,,46264.106,32797.249,35.012
c12,,46263.687,32797.107,34.913
c13,,46263.305,32796.542,34.971
c14,,46262.374,32782.206,35.134
c15,,46255.365,32782.558,34.692
c16,,46276.251,32804.682,35.828
c17,,46278.271,32804.642,35.852
c18,,46276.374,32809.092,37.497
c19,,46276.349,32810.579,37.860
c20,,46282.212,32812.980,38.556
c21,,46285.579,32811.085,38.490
c22,,46285.510,32807.114,38.370
c23,,46292.237,32810.993,38.429
c24,,46291.871,32796.415,38.309
c25,,46287.678,32799.932,38.318
c26,,46283.770,32800.078,38.280
c27,,46287.524,32796.314,38.286
c28,,46287.524,32796.365,38.520
c29,,46292.560,32813.101,40.242
c30,,46292.821,32796.390,38.228
c31,,46279.715,32796.711,37.982
c32,,46292.738,32794.012,37.444
c33,,46292.632,32789.928,37.466
c34,,46292.474,32787.858,36.573
c35,,46292.401,32783.645,36.560
c36,,46292.297,32781.708,35.603
c37,,46292.171,32776.465,35.516
c38,,46292.144,32776.075,35.432
c39,,46292.316,32810.939,39.502
c40,,46293.333,32810.984,38.434
c41,,46293.158,32806.874,38.352
c42,,46342.766,32809.467,38.374
c43,,46343.105,32819.385,38.522
c44,,46345.357,32819.318,38.453
c45,,46345.688,32825.770,38.580
c46,,46345.285,32825.353,39.021
c47,,46344.883,32819.925,38.706
c48,,46343.079,32819.999,38.641
c49,,46343.273,32821.244,39.632
c50,,46343.802,32825.213,39.425
c51,,46343.829,32825.569,39.505
c52,,46344.671,32825.596,39.355
c53,,46344.981,32835.622,39.525
c54,,46345.040,32824.534,41.752
c55,,46345.233,32836.676,38.466
c56,,46324.624,32837.505,39.195
c57,,46349.402,32809.237,38.309
c58,,46350.322,32833.710,38.385
c59,,46374.805,32808.684,38.337
c60,,46364.870,32809.096,38.333
c61,,46364.825,32818.795,38.422
c62,,46365.318,32830.740,38.435
c63,,46365.604,32803.113,38.160
c64,,46362.491,32802.693,37.955
c65,,46361.338,32799.216,37.538
c66,,46361.791,32776.437,35.814
c67,,46356.467,32776.377,35.783
c68,,46356.240,32799.103,37.574
c69,,46355.534,32803.376,37.741
c70,,46351.963,32805.041,38.061
c71,,46349.654,32805.080,38.209
c72,,46350.436,32804.486,38.272
c73,,46350.666,32803.975,38.301
c74,,46350.549,32802.622,38.321
c75,,46352.826,32801.469,38.061
c76,,46353.799,32798.488,37.648
c77,,46354.055,32782.288,36.016
c78,,46362.853,32797.423,45.352
c79,,46363.951,32799.811,37.770
c80,,46365.227,32801.886,38.149
c81,,46347.340,32779.821,36.423
c82,,46353.548,32774.980,35.640
c83,,46352.430,32774.901,35.567
c84,,46352.926,32775.378,35.699
c85,,46353.609,32776.404,35.846
c86,,46354.026,32777.191,35.882
c87,,46354.201,32777.821,35.905
c88,,46353.648,32778.759,32.358
c89,,46353.558,32779.740,37.582
c90,,46355.158,32779.887,45.937
c91,,46347.682,32777.396,36.335
c92,,46292.267,32779.050,35.593
c93,,46292.315,32781.420,35.559
c94,,46292.244,32776.014,35.424
c95,,46263.365,32778.052,34.638
c96,,46261.541,32778.962,32.292
c97,,46261.578,32779.781,34.698
c98,,46260.901,32782.056,34.639
D1,,46305.602,32694.568,30.804
D2,,46306.688,32692.809,30.832
D3,,46306.501,32689.855,30.852
D4,,46303.924,32687.590,30.889
D5,,46300.027,32687.890,30.893
D6,,46298.154,32691.105,31.069
D7,,46298.925,32694.532,31.165
D8,,46301.813,32696.653,31.203
D9,,46305.482,32696.383,31.215
D10,,46308.140,32693.562,31.275
D11,,46308.345,32689.773,31.318
D12,,46305.885,32686.648,31.330
D13,,46302.265,32685.825,31.364
D14,,46298.719,32687.453,31.317
D15,,46296.951,32690.710,31.396
D16,,46297.595,32694.671,31.526
D17,,46300.032,32697.244,31.571
D18,,46303.803,32698.040,31.549
D19,,46307.353,32696.636,31.550
D20,,46309.413,32693.618,31.629
D21,,46309.541,32689.560,31.649
D22,,46308.148,32687.007,31.656
D23,,46308.911,32686.866,31.667
D24,,46310.448,32690.802,31.666
D25,,46309.001,32695.887,31.611
D26,,46304.766,32698.663,31.567
D27,,46299.516,32697.714,31.569
D28,,46296.323,32693.257,31.539
D29,,46297.018,32688.655,31.444
D30,,46301.103,32685.297,31.434
D31,,46306.624,32686.276,31.430
D32,,46309.244,32690.705,31.384
D33,,46307.942,32695.277,31.324
D34,,46303.348,32697.534,31.290
D35,,46298.855,32695.655,31.214
D36,,46297.487,32690.774,31.079
D37,,46300.228,32686.954,31.043
D38,,46305.020,32686.718,30.989
D39,,46307.846,32689.999,30.937
D40,,46306.573,32695.103,30.878
R1,,46289.274,32661.288,31.564
R2,,46286.804,32665.854,31.583
R3,,46285.484,32669.349,31.616
R4,,46284.543,32672.908,31.642
R5,,46283.678,32677.622,31.626
R6,,46282.809,32682.795,31.597
R7,,46282.187,32686.620,31.581
R8,,46280.755,32690.899,31.593
R9,,46278.831,32695.526,31.591
R10,,46276.978,32700.366,31.666
R11,,46274.714,32705.558,31.903
R12,,46272.129,32710.316,32.244
R13,,46267.239,32719.299,33.139
R14,,46261.923,32728.746,33.269
R15,,46258.795,32734.141,33.324
R16,,46253.464,32743.000,33.760
R17,,46253.716,32738.684,33.685
R18,,46256.408,32734.044,33.442
R19,,46261.615,32725.056,33.328
R20,,46275.611,32698.942,31.653
R21,,46280.222,32687.039,31.539
R22,,46280.883,32681.356,31.536
R23,,46281.978,32674.119,31.627
R24,,46279.920,32676.989,31.719
R25,,46276.757,32681.662,32.256
R26,,46272.709,32687.435,32.823
R27,,46266.457,32695.406,33.179
R28,,46257.284,32705.736,33.538
R29,,46257.759,32702.892,33.443
R30,,46264.497,32695.330,33.180
R31,,46269.206,32689.199,33.038
R32,,46273.692,32683.195,32.707
R33,,46277.121,32677.981,32.002
R34,,46281.207,32671.168,31.634
R35,,46284.260,32666.086,31.640
R36,,46287.524,32660.020,31.523
R37,,46289.824,32655.797,31.534
T1,,46291.883,32683.090,31.488
T2,,46290.167,32686.031,31.459
T3,,46289.494,32698.314,31.589
T4,,46286.152,32722.352,31.605
T5,,46285.677,32729.633,31.699
T6,,46278.600,32741.677,31.799
T7,,46269.361,32747.395,32.282
T8,,46269.228,32754.600,36.903
T9,,46261.814,32756.828,34.983
T10,,46266.337,32738.507,33.042
T11,,46261.034,32741.427,33.178
T12,,46260.256,32735.718,33.235
T13,,46262.896,32731.787,33.033
T14,,46270.280,32727.965,32.704
T15,,46269.329,32721.597,33.768
T16,,46274.555,32687.435,32.343
T17,,46284.362,32657.099,31.881
T18,,46279.825,32648.178,32.874
T19,,46270.968,32652.161,29.070
T20,,46269.288,32647.641,34.144
T21,,46267.598,32655.028,33.250
T22,,46274.577,32662.124,34.668
T23,,46265.953,32664.178,36.406
T24,,46268.333,32670.630,34.941
T25,,46264.000,32672.799,33.932
T26,,46265.859,32673.581,33.815
T27,,46263.273,32679.291,34.245
T28,,46262.767,32684.721,34.311
T29,,46261.733,32697.587,33.199
T30,,46262.528,32703.161,33.060
T31,,46267.397,32705.467,32.730
T32,,46264.381,32705.138,35.127
T33,,46260.754,32709.180,34.773
T34,,46259.257,32713.968,34.245
T35,,46263.291,32716.497,34.636
T36,,46261.241,32721.947,36.069
T37,,46258.389,32723.816,36.074
T38,,46258.683,32729.504,34.910
T39,,46256.194,32761.671,34.559
T40,,46259.635,32761.801,34.597
T41,,46263.007,32759.561,33.789
T42,,46267.859,32762.066,35.850
T43,,46282.425,32755.186,33.204
T44,,46317.698,32755.029,35.950
T45,,46325.420,32752.533,34.139
T46,,46329.977,32750.571,34.719
T47,,46333.514,32749.158,35.143
T48,,46338.301,32749.173,35.078
T49,,46343.445,32669.128,33.303
T50,,46344.035,32670.761,32.263
T51,,46345.067,32675.462,32.317
T52,,46346.387,32678.488,32.465
T53,,46347.088,32681.936,33.205
T54,,46348.041,32686.026,33.438
T55,,46349.345,32689.835,33.098
T56,,46350.409,32696.158,32.875
T57,,46350.761,32706.540,34.819
T58,,46352.207,32710.201,34.568
T59,,46352.144,32714.142,34.279
T60,,46352.751,32719.243,33.654
T61,,46353.631,32724.735,33.788
T62,,46353.729,32729.880,33.872
T63,,46354.554,32732.678,33.770
T64,,46354.150,32737.202,33.122
T65,,46354.896,32742.755,34.107
T66,,46354.574,32747.651,34.651
T67,,46355.059,32755.318,36.140
T68,,46353.909,32761.707,36.999
T69,,46311.762,32759.595,38.096
T70,,46302.841,32763.954,38.327
T71,,46298.692,32763.792,37.071
T72,,46289.017,32764.072,32.106
T73,,46275.225,32764.524,35.432
T74,,46260.625,32781.617,36.435
T75,,46261.808,32785.265,36.382
T76,,46260.446,32791.514,36.474
T77,,46264.970,32791.994,37.790
T78,,46272.638,32794.456,37.786
T79,,46272.523,32790.511,36.861
T80,,46273.071,32787.703,38.561
T81,,46266.379,32782.589,36.869
T82,,46265.176,32780.236,35.549
T83,,46273.646,32779.848,37.314
T84,,46304.787,32780.022,36.622
T85,,46310.651,32779.454,35.825
T86,,46317.990,32779.720,36.435
T87,,46320.880,32780.868,36.544
T88,,46326.283,32778.299,35.374
T89,,46332.256,32778.037,35.814
T90,,46340.467,32778.089,36.994
T91,,46345.361,32778.408,37.322
T92,,46351.255,32779.194,37.672
T93,,46354.455,32778.689,37.678
T94,,46355.356,32782.012,38.496
T95,,46356.339,32788.273,38.966
T96,,46355.770,32793.390,38.718
T97,,46355.788,32796.484,38.017
T98,,46354.434,32802.613,38.338
T99,,46362.551,32780.723,40.740
T100,,46362.931,32782.286,40.739
T101,,46364.344,32784.323,39.743
T102,,46364.252,32788.269,39.247
T103,,46364.213,32792.410,38.167
T104,,46363.788,32796.979,38.961
T105,,46363.627,32799.842,40.252
T106,,46350.908,32802.737,40.729
T107,,46349.661,32800.435,39.733
T108,,46349.447,32798.493,39.750
T109,,46348.711,32802.670,38.672
T110,,46345.688,32802.806,39.031
T111,,46343.715,32802.494,38.704
T112,,46333.491,32802.683,38.271
T113,,46326.016,32801.564,39.764
T114,,46316.524,32797.506,39.165
T115,,46308.470,32802.381,39.293
T116,,46300.276,32798.444,39.800
H1,,46294.270,32805.346,38.412
H2,,46305.442,32804.543,38.426
H3,,46315.186,32803.884,38.505
H4,,46322.880,32799.924,38.458
H5,,46330.290,32801.543,38.536
H6,,46337.892,32801.196,38.458
H7,,46346.464,32801.886,38.429
H8,,46348.920,32795.981,38.101
H9,,46342.404,32796.502,38.301
H10,,46340.165,32798.082,38.444
H11,,46337.561,32797.207,38.292
H12,,46333.168,32798.968,38.645
H13,,46331.696,32796.729,38.364
H14,,46325.978,32797.259,38.339
H15,,46318.206,32797.718,38.319
H16,,46313.245,32797.794,38.181
H17,,46308.641,32800.177,38.009
H18,,46304.350,32796.593,38.205
H19,,46296.599,32793.250,37.870
H20,,46305.473,32792.815,37.856
H21,,46312.608,32792.553,37.654
H22,,46319.623,32791.929,37.539
H23,,46324.226,32791.727,37.538
H24,,46330.238,32791.095,37.567
H25,,46337.015,32790.627,37.505
H26,,46342.413,32789.974,37.456
H27,,46348.158,32789.974,37.548
H28,,46353.220,32789.752,37.300
H29,,46344.646,32784.414,36.883
H30,,46339.184,32784.323,36.858
H31,,46334.113,32784.009,36.819
H32,,46327.584,32784.231,36.810
H33,,46316.476,32785.008,36.788
H34,,46299.839,32784.937,36.920
H35,,46299.500,32781.489,36.373
H36,,46313.126,32781.081,36.287
H37,,46326.021,32780.969,36.369
H38,,46346.751,32780.127,36.394
L1,,46350.815,32776.694,37.915
L2,,46323.826,32776.762,35.697
L3,,46293.809,32777.889,36.543
L4,,46256.598,32779.986,39.592
L5,,46255.976,32765.483,34.668
L6,,46273.354,32763.073,35.221
L7,,46288.623,32762.808,35.941
L8,,46304.291,32762.073,36.011
L9,,46329.076,32760.713,39.286
L10,,46350.153,32760.158,36.991
L11,,46355.721,32732.540,37.488
L12,,46360.790,32712.194,35.234
L13,,46363.722,32731.059,33.734
L14,,46363.080,32747.254,35.912
L15,,46258.760,32711.835,32.190
L16,,46262.474,32669.927,34.900
J1,,46311.668,32700.652,31.673
J2,,46313.372,32698.727,31.683
J3,,46314.407,32696.705,31.586
J4,,46315.379,32693.366,31.595
J5,,46315.715,32691.245,31.631
J6,,46314.848,32687.716,31.588
J7,,46313.219,32684.750,31.525
J8,,46311.965,32682.918,31.559
J9,,46308.748,32680.399,31.413
J10,,46306.047,32679.461,31.529
J11,,46302.934,32679.221,31.624
J12,,46299.055,32679.829,31.597
J13,,46296.605,32680.921,31.556
J14,,46293.651,32683.633,31.510
J15,,46292.305,32685.262,31.441
J16,,46290.853,32690.874,31.529
J17,,46290.809,32693.592,31.483
J18,,46291.552,32696.708,31.476
J19,,46292.449,32698.296,31.593
J20,,46295.253,32701.444,31.555
J21,,46298.830,32703.395,31.604
J22,,46301.273,32703.878,31.663
J23,,46304.198,32703.969,31.627
J24,,46307.119,32703.412,31.713
L17,,46252.650,32743.805,34.886
